,PLAYER,SEASON,season year,AGE,POS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
613,Ziv Zaken,0,2022,24,PG,8,1,2,0.5,0,0,0,1,2,0.5,0.5,0,0,0,0,0,0,0,1,0,0,2,2,7.3,0.5,0,0,0,0,0,0,6.2,0,0,11.1,0,0,0,0.058,-9.4,4,-5.4,0
614,Ziv Zaken,0,2022,24,PG,21,1.5,6,0.25,1,4.5,0.222,0.5,1.5,0.333,0.333,0,0,0,0,2,2,3.5,2,0,2,1,4,5.1,0.333,0.75,0,0,10.9,5.2,21.7,4.8,0,25,16.3,-0.1,0.1,-0.1,-0.061,-7.5,-0.6,-8.1,-0.1
615,Eitan Avrahami,0,2011,26,SG,11.6,1.4,4.3,0.333,0.1,0.4,0.333,1.3,3.9,0.333,0.35,1,1.1,0.875,0.3,0.7,1,1.6,0.1,0.1,0.7,1.6,4,7,0.418,0.1,0.267,2.9,7.5,5.1,20.2,0.6,0.9,13,21.3,-0.1,0,-0.1,-0.048,-4.7,-2.3,-7,-0.1
616,Eitan Avrahami,0,2009,24,SG,3.5,0,1.3,0,0,0,0,0,1.3,0,0,1,1,1,0,0.3,0.3,0,0,0,0.3,1,1,-9.3,0.296,0,0.8,0,8.2,4.3,0,0,0,12.9,26.2,-0.1,0,-0.1,-0.205,-18.6,-4.6,-23.2,-0.1
617,Uri Unger,0,2018,27,SG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
618,Avi Cohen,1,2018,23,SF,17.1,2.9,5.9,0.49,0.6,1.9,0.333,2.2,3.9,0.567,0.545,1.1,1.6,0.704,1.2,2.2,3.5,0.9,1.1,0.2,1.1,1.9,7.5,16.2,0.572,0.33,0.27,8.1,14.5,11.3,7.7,3.2,1.2,13.9,19.6,0.3,0.3,0.6,0.105,-0.3,0.7,0.4,0.2
619,Avi Cohen,1,2017,22,SF,23.2,3.7,7.3,0.5,1.3,3.5,0.381,2.3,3.8,0.609,0.591,1,1.2,0.857,1.5,2.5,4,1,0.5,0.2,1,3,9.7,12.8,0.616,0.477,0.159,7.1,11.8,9.4,6.4,1,0.6,11.3,16.2,0.2,0.1,0.3,0.116,-0.5,-1.3,-1.9,0
620,Yigal Levi,1,2021,23,SF,15,2.4,3.6,0.68,0,0.1,0.5,2.4,3.5,0.684,0.685,0.6,1.3,0.486,1,2.4,3.3,0.5,0.3,0.1,0.7,1.2,5.5,13.2,0.667,0.02,0.35,7.1,17.6,12.3,5.6,0.9,0.4,14.8,14.1,0.5,0.3,0.8,0.096,-2,-0.8,-2.9,-0.1
621,Yigal Levi,0,2021,23,PF,4.3,0.3,0.8,0.333,0,0,0,0.3,0.8,0.333,0.333,0,0,0,0.3,0.3,0.5,0.5,0,0,0.3,0.5,0.5,1.6,0.333,0,0,6.9,6.2,6.5,14.1,0,0,25,10.3,0,0,0,-0.047,-5.2,-1,-6.2,0
622,Yigal Levi,0,2020,22,PF,3.2,0.6,0.9,0.7,0,0,0,0.6,0.9,0.7,0.7,0.5,0.5,0.833,0.4,0.5,0.9,0.1,0.1,0,0.1,0.4,1.7,23.9,0.752,0,0.6,12.6,19.2,15.9,4.5,1.4,0,7.3,16.7,0.2,0,0.2,0.244,2.9,-0.6,2.3,0
623,Yanai Yosef,0,2022,24,SG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
624,Uri Cohen,0,2022,29,PG,17.7,0.7,3.3,0.2,0.7,2,0.333,0,1.3,0,0.3,0,0,0,0.7,1.3,2,1.7,0.7,0.7,0.3,1,2,5.5,0.3,0.6,0,3.9,8,5.9,11,1.8,3.2,9.1,8.8,0,0,0,0.006,-4.9,1.1,-3.8,0
625,Uri Cohen,0,2022,29,PG,12.7,1.3,3.3,0.4,1,2.3,0.429,0.3,1,0.333,0.55,0,0,0,0.3,1.7,2,0.7,0.3,0.3,0.3,1.3,3.7,9.4,0.55,0.7,0,3,14.4,8.8,7.4,1.3,2.4,9.1,13,0,0,0.1,0.072,-2.4,0.5,-2,0
626,Uri Cohen,1,2015,22,SG,18.8,2.2,5.2,0.419,0.6,1.5,0.375,1.6,3.7,0.437,0.473,1,1.5,0.681,0.4,2.1,2.5,1.3,1,0.3,0.9,1.3,5.9,12,0.506,0.287,0.281,2.9,13.1,8.1,11.3,2.9,1.3,13.8,17,0.1,0.7,0.8,0.06,-2,1,-0.9,0.2
627,Yaakov Levi,0,2019,29,C,5.5,0,1,0,0,0.5,0,0,0.5,0,0,0,0,0,1,2,3,0.5,0,0,0,2,0,1.5,0,0.5,0,18.7,39.1,28.7,10.6,0,0,0,7.4,0,0,0,-0.013,-8.7,-1.6,-10.2,0
628,Ziv Perry,1,2022,21,PG,1.5,0.5,0.5,1,0,0,0,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0.5,1,20,1,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0.222,-3.4,2.5,-1,0
629,Elad Erez,0,2022,27,SG,12.5,1.2,3.3,0.35,0.3,1.3,0.25,0.8,2,0.417,0.4,0.2,0.8,0.2,0,1.3,1.3,0.2,0.5,0.2,0.3,1.2,2.8,2.5,0.383,0.4,0.25,0,12.1,5.9,1.8,2,1.3,8.3,13.9,-0.2,0.1,-0.1,-0.057,-7.7,-0.6,-8.2,-0.1
630,Ido Shaked,0,2015,28,PF,3.5,0.5,0.5,1,0,0,0,0.5,0.5,1,1,1,1,1,0,0,0,0.5,0,0,0,0,2,31.4,1.064,0,2,0,0,0,22.5,0,0,0,12.3,0.1,0,0.1,0.477,11.2,7.3,18.5,0
631,Chaim Cohen,0,2014,21,SG,5,0.7,1.3,0.5,0,0.3,0,0.7,1,0.667,0.5,0.3,1.7,0.2,0,1,1,0.3,0,0,0.7,0.3,1.7,0.5,0.403,0.25,1.25,0,23.4,11.4,10.7,0,0,24.4,24.3,-0.1,0,-0.1,-0.214,-10,-3.8,-13.8,0
632,Zachi Zer,0,2010,24,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
633,Zachi Zer,0,2007,21,SF,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.7,0,1,0,0,0,0,0,0,0,0,46.2,0,0,0,-1.068,-32.3,-20.1,-52.4,0
634,Yehuda Avraham,0,2018,25,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
635,Boris Bakhrakh,0,2017,22,SG,15.7,1.7,2.7,0.625,1.3,2.3,0.571,0.3,0.3,1,0.875,0.7,1.3,0.5,0,1.7,1.7,0.3,0.7,0,1,2,5.3,10,0.82,0.875,0.5,0,11.3,5.6,3,2.1,0,23.5,12,0,0,0.1,0.089,-3.3,1.6,-1.8,0
636,Eyal Erez,0,2021,23,PF,11.5,1.1,2.9,0.4,0.6,1.5,0.406,0.5,1.3,0.393,0.508,0.5,0.8,0.647,1,1.6,2.6,0.5,0.4,0.4,0.7,1.5,3.4,9.8,0.533,0.533,0.283,9,15.3,12.2,5.9,1.8,3.1,18.2,14.4,0,0.3,0.3,0.052,-3.2,-0.1,-3.3,-0.1
637,Eyal Erez,0,2022,24,PF,7.7,0.8,2.2,0.385,0.3,0.8,0.4,0.5,1.3,0.375,0.462,0.3,0.7,0.5,0.8,1.5,2.3,0.3,0.2,0.3,0.5,1.8,2.3,8.3,0.474,0.385,0.308,11.9,20.1,16.1,6,1.1,3.7,16.9,17,0,0.1,0,0.041,-6.6,-0.9,-7.5,-0.1
638,Eyal Erez,0,2022,24,PF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11.8,,,,0,100,54.5,0,0,0,,0,0,0,0,0.167,-1.9,0.3,-1.6,0
639,Ran Remez,0,2022,27,SF,27.3,2.7,6,0.444,1,1.7,0.6,1.7,4.3,0.385,0.528,1,1.3,0.75,1,3.3,4.3,0,0.3,0,0.3,2.7,7.3,,,,,,,,,,,,,,,,,,,,
640,Gabi Gabay,1,2015,32,SG,9.6,1.4,4.4,0.323,0,1.3,0,1.4,3.1,0.455,0.323,0.3,0.6,0.5,0.3,0.6,0.9,2.6,0.1,0.1,1.1,1.3,3.1,4.8,0.336,0.29,0.129,3.4,6.6,5,42.2,0.8,1.2,19.6,27.6,-0.2,0.1,-0.2,-0.132,-8.2,-4.8,-13,-0.2
641,Aviv Avishai,0,2010,27,PG,7.2,0.6,2,0.3,0,0.6,0,0.6,1.4,0.429,0.3,0,0.4,0,0,0.6,0.6,1.4,0,0,0.8,1,1.2,-2.4,0.276,0.3,0.2,0,9.9,4.8,28,0,0,26.9,18.3,-0.2,0,-0.1,-0.192,-10.7,-2.8,-13.5,-0.1
642,Aviv Avishai,0,2010,27,PG,7.2,0.6,2,0.3,0,0.6,0,0.6,1.4,0.429,0.3,0,0.4,0,0,0.6,0.6,1.4,0,0,0.8,1,1.2,-2.4,0.276,0.3,0.2,0,9.9,4.8,28,0,0,26.9,18.3,-0.2,0,-0.1,-0.192,-10.7,-2.8,-13.5,-0.1
643,Aviv Avishai,0,2007,24,PG,8.8,0,0.8,0,0,0,0,0,0.8,0,0,0,1,0,0.5,0.8,1.3,2,0,0,0.5,1.5,0,-0.4,0,0,1.333,6.9,10.2,8.6,31.3,0,0,29.6,8.9,-0.1,0,-0.1,-0.108,-8.3,-1.4,-9.7,-0.1
644,Yanai Levi,0,2022,28,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0,1,0,4.2,,,,0,36.6,18.6,20.4,0,0,,0,0,0,0,0.136,-4.6,5.8,1.2,0
645,Yishai Yehuda,0,2022,27,SG,13.7,2.5,5.1,0.49,0.5,1.4,0.357,2,3.7,0.541,0.539,0.3,0.5,0.6,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9,5.8,,,,,,,,,,,,,,,,,,,,
646,Eliav Avraham,1,2016,21,SG,17.4,2.3,5.5,0.416,0.6,1.6,0.391,1.6,3.9,0.426,0.474,0.5,1,0.5,0.2,2,2.2,1.6,0.9,0.2,1.1,1.8,5.7,,,,,,,,,,,,,,,,,,,,
647,Yakov David,0,2018,23,SG,23.6,2.4,8.4,0.286,0.2,2.8,0.071,2.2,5.6,0.393,0.298,0.8,1.8,0.444,0,1,1,3.6,1.2,0.6,2.2,3.6,5.8,0.9,0.315,0.333,0.214,0,5,2.5,23,2.6,2.4,19.3,21.7,-0.5,0.1,-0.4,-0.171,-9.9,-1.6,-11.5,-0.3
648,Arik David,0,2018,30,SG,3.5,0,1.5,0,0,1,0,0,0.5,0,0,0,0,0,0.5,0.5,1,0,0.5,0,0,0.5,0,-4.9,0,0.667,0,15.8,15.4,15.6,0,7.1,0,0,19.1,-0.1,0,0,-0.25,-11.7,3.5,-8.1,0
649,Or Cohen,0,2022,24,SF,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0,1,0,-7.1,0,1,0,12.8,13.4,13.1,0,0,0,0,10.2,0,0,0,-0.143,-14.5,-5.5,-19.9,0
650,Oz Cohen,1,2021,27,PG,12,1.5,4.5,0.333,0.8,2.4,0.316,0.8,2.1,0.353,0.417,0.9,0.9,1,0.3,1.3,1.5,2.1,0.5,0.3,0,0.9,4.6,15.3,0.473,0.528,0.194,2.4,11.4,7,23.7,2.1,1.9,0,18,0.2,0.1,0.3,0.154,0,0.7,0.7,0.1
651,Oz Cohen,0,2021,27,PG,20,4,10.5,0.381,1.5,4.5,0.333,2.5,6,0.417,0.452,0,1,0,1.5,2,3.5,2.5,1.5,0.5,1.5,2,9.5,12.4,0.434,0.429,0.095,8.2,11.5,9.8,20.9,3.7,2.2,12.1,27.1,-0.1,0.1,0,-0.036,-1.9,1,-1,0
652,Oz Cohen,1,2017,23,PG,29.1,3.9,9.6,0.412,1.7,4.1,0.403,2.3,5.4,0.418,0.499,1.8,2,0.877,0.4,2.3,2.8,4.3,1.1,0.2,1.6,2.2,11.3,14.1,0.541,0.432,0.212,1.7,9.7,5.5,24.1,2,0.6,12.9,19.5,1,0.9,2,0.09,-0.4,0.2,-0.2,0.5
653,Eli Elkayam,1,2011,26,PG,12.2,2.1,5.2,0.408,0.1,0.4,0.3,2,4.8,0.417,0.42,0.7,0.7,0.941,0.2,0.6,0.8,2.1,0.8,0.1,1.2,1.3,5,11.7,0.457,0.08,0.136,2,5.9,4,27.7,3.5,0.5,18,25,-0.4,0.2,-0.1,-0.019,-3.9,0.2,-3.6,-0.1
654,Tzahi Tavor,0,2020,22,SG,12,1,3.7,0.273,1,2.7,0.375,0,1,0,0.409,0.3,0.3,1,0,1.7,1.7,1,0.7,0,1,1.3,3.3,3.7,0.437,0.727,0.091,0,15.6,7.5,11.7,2.7,0,20.8,17.1,-0.1,0,-0.1,-0.075,-6.7,-1,-7.7,-0.1
655,Dana Avraham,0,2022,24,PG,43.5,4.8,13,0.365,0.3,2,0.125,4.5,11,0.409,0.375,1.3,1.3,1,0.5,4.8,5.3,7.5,1.3,1,2.5,3.8,11,7.7,0.406,0.154,0.096,1.2,11.4,6.2,25.2,1.4,2.1,15.6,15.9,-0.2,0.1,-0.1,-0.018,-6,-1.9,-7.9,-0.3
656,Alon Azulay,0,2020,24,SF,12.8,1.5,2.3,0.667,0,0.3,0,1.5,2,0.75,0.667,0,0,0,0.8,1.5,2.3,0.8,0.3,0.3,1,2.5,3,6.7,0.667,0.111,0,6.2,12.5,9.4,7.7,0.9,1.6,30.8,10.4,0,0,0,0.034,-6.6,-0.5,-7.2,-0.1
657,Alon Azulay,0,2022,26,SF,5,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.8,0,0.667,0,0,0,0,0,0,0,0,26.1,-0.1,0,-0.1,-0.61,-19.3,-11.3,-30.6,0
658,Alon Azulay,0,2022,26,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
